hn_id,post_time_utc,owner,repo,t_day,stars_day,stars_cum_since_launch,stars_cum_abs
44956899,2025-08-19T22:37:56+00:00,ghostty-org,ghostty,0,73,73.0,34417.0
44956899,2025-08-19T22:37:56+00:00,ghostty-org,ghostty,1,78,151.0,34495.0
44956899,2025-08-19T22:37:56+00:00,ghostty-org,ghostty,2,76,227.0,34571.0
44956899,2025-08-19T22:37:56+00:00,ghostty-org,ghostty,3,38,265.0,34609.0
44956899,2025-08-19T22:37:56+00:00,ghostty-org,ghostty,4,39,304.0,34648.0
44956899,2025-08-19T22:37:56+00:00,ghostty-org,ghostty,5,40,344.0,34688.0
44956899,2025-08-19T22:37:56+00:00,ghostty-org,ghostty,6,42,386.0,34730.0
44956899,2025-08-19T22:37:56+00:00,ghostty-org,ghostty,7,47,433.0,34777.0
44956002,2025-08-19T20:34:36+00:00,tintinweb,claude-code-container,-7,0,-3.0,0.0
44956002,2025-08-19T20:34:36+00:00,tintinweb,claude-code-container,-6,0,-3.0,0.0
44956002,2025-08-19T20:34:36+00:00,tintinweb,claude-code-container,-5,0,-3.0,0.0
44956002,2025-08-19T20:34:36+00:00,tintinweb,claude-code-container,-4,0,-3.0,0.0
44956002,2025-08-19T20:34:36+00:00,tintinweb,claude-code-container,-3,0,-3.0,0.0
44956002,2025-08-19T20:34:36+00:00,tintinweb,claude-code-container,-2,0,-3.0,0.0
44956002,2025-08-19T20:34:36+00:00,tintinweb,claude-code-container,-1,3,0.0,3.0
44956002,2025-08-19T20:34:36+00:00,tintinweb,claude-code-container,0,42,42.0,45.0
44956002,2025-08-19T20:34:36+00:00,tintinweb,claude-code-container,1,7,49.0,52.0
44956002,2025-08-19T20:34:36+00:00,tintinweb,claude-code-container,2,3,52.0,55.0
44956002,2025-08-19T20:34:36+00:00,tintinweb,claude-code-container,3,2,54.0,57.0
44956002,2025-08-19T20:34:36+00:00,tintinweb,claude-code-container,4,3,57.0,60.0
44956002,2025-08-19T20:34:36+00:00,tintinweb,claude-code-container,5,3,60.0,63.0
44956002,2025-08-19T20:34:36+00:00,tintinweb,claude-code-container,6,2,62.0,65.0
44956002,2025-08-19T20:34:36+00:00,tintinweb,claude-code-container,7,0,62.0,65.0
44955576,2025-08-19T19:48:38+00:00,openai,openai-reflect,-7,0,-10.0,0.0
44955576,2025-08-19T19:48:38+00:00,openai,openai-reflect,-6,0,-10.0,0.0
44955576,2025-08-19T19:48:38+00:00,openai,openai-reflect,-5,0,-10.0,0.0
44955576,2025-08-19T19:48:38+00:00,openai,openai-reflect,-4,0,-10.0,0.0
44955576,2025-08-19T19:48:38+00:00,openai,openai-reflect,-3,0,-10.0,0.0
44955576,2025-08-19T19:48:38+00:00,openai,openai-reflect,-2,0,-10.0,0.0
44955576,2025-08-19T19:48:38+00:00,openai,openai-reflect,-1,10,0.0,10.0
44955576,2025-08-19T19:48:38+00:00,openai,openai-reflect,0,113,113.0,123.0
44955576,2025-08-19T19:48:38+00:00,openai,openai-reflect,1,15,128.0,138.0
44955576,2025-08-19T19:48:38+00:00,openai,openai-reflect,2,4,132.0,142.0
44955576,2025-08-19T19:48:38+00:00,openai,openai-reflect,3,4,136.0,146.0
44955576,2025-08-19T19:48:38+00:00,openai,openai-reflect,4,0,136.0,146.0
44955576,2025-08-19T19:48:38+00:00,openai,openai-reflect,5,4,140.0,150.0
44955576,2025-08-19T19:48:38+00:00,openai,openai-reflect,6,1,141.0,151.0
44955576,2025-08-19T19:48:38+00:00,openai,openai-reflect,7,0,141.0,151.0
44955424,2025-08-19T19:35:16+00:00,lemonade-sdk,lemonade,-7,2,-270.0,401.0
44955424,2025-08-19T19:35:16+00:00,lemonade-sdk,lemonade,-6,5,-265.0,406.0
44955424,2025-08-19T19:35:16+00:00,lemonade-sdk,lemonade,-5,7,-258.0,413.0
44955424,2025-08-19T19:35:16+00:00,lemonade-sdk,lemonade,-4,4,-254.0,417.0
44955424,2025-08-19T19:35:16+00:00,lemonade-sdk,lemonade,-3,163,-91.0,580.0
44955424,2025-08-19T19:35:16+00:00,lemonade-sdk,lemonade,-2,71,-20.0,651.0
44955424,2025-08-19T19:35:16+00:00,lemonade-sdk,lemonade,-1,20,0.0,671.0
44955424,2025-08-19T19:35:16+00:00,lemonade-sdk,lemonade,0,120,120.0,791.0
44955424,2025-08-19T19:35:16+00:00,lemonade-sdk,lemonade,1,86,206.0,877.0
44955424,2025-08-19T19:35:16+00:00,lemonade-sdk,lemonade,2,42,248.0,919.0
44955424,2025-08-19T19:35:16+00:00,lemonade-sdk,lemonade,3,33,281.0,952.0
44955424,2025-08-19T19:35:16+00:00,lemonade-sdk,lemonade,4,15,296.0,967.0
44955424,2025-08-19T19:35:16+00:00,lemonade-sdk,lemonade,5,31,327.0,998.0
44955424,2025-08-19T19:35:16+00:00,lemonade-sdk,lemonade,6,79,406.0,1077.0
44955424,2025-08-19T19:35:16+00:00,lemonade-sdk,lemonade,7,31,437.0,1108.0
44955159,2025-08-19T19:12:50+00:00,drbubble,arduinoos,-7,0,0.0,23.0
44955159,2025-08-19T19:12:50+00:00,drbubble,arduinoos,-6,0,0.0,23.0
44955159,2025-08-19T19:12:50+00:00,drbubble,arduinoos,-5,0,0.0,23.0
44955159,2025-08-19T19:12:50+00:00,drbubble,arduinoos,-4,0,0.0,23.0
44955159,2025-08-19T19:12:50+00:00,drbubble,arduinoos,-3,0,0.0,23.0
44955159,2025-08-19T19:12:50+00:00,drbubble,arduinoos,-2,0,0.0,23.0
44955159,2025-08-19T19:12:50+00:00,drbubble,arduinoos,-1,0,0.0,23.0
44955159,2025-08-19T19:12:50+00:00,drbubble,arduinoos,0,10,10.0,33.0
44955159,2025-08-19T19:12:50+00:00,drbubble,arduinoos,1,0,10.0,33.0
44955159,2025-08-19T19:12:50+00:00,drbubble,arduinoos,2,0,10.0,33.0
44955159,2025-08-19T19:12:50+00:00,drbubble,arduinoos,3,18,28.0,51.0
44955159,2025-08-19T19:12:50+00:00,drbubble,arduinoos,4,4,32.0,55.0
44955159,2025-08-19T19:12:50+00:00,drbubble,arduinoos,5,0,32.0,55.0
44955159,2025-08-19T19:12:50+00:00,drbubble,arduinoos,6,1,33.0,56.0
44955159,2025-08-19T19:12:50+00:00,drbubble,arduinoos,7,0,33.0,56.0
44953615,2025-08-19T16:52:34+00:00,tambo-ai,tambo,-7,1,-14.0,596.0
44953615,2025-08-19T16:52:34+00:00,tambo-ai,tambo,-6,3,-11.0,599.0
44953615,2025-08-19T16:52:34+00:00,tambo-ai,tambo,-5,2,-9.0,601.0
44953615,2025-08-19T16:52:34+00:00,tambo-ai,tambo,-4,0,-9.0,601.0
44953615,2025-08-19T16:52:34+00:00,tambo-ai,tambo,-3,0,-9.0,601.0
44953615,2025-08-19T16:52:34+00:00,tambo-ai,tambo,-2,5,-4.0,606.0
44953615,2025-08-19T16:52:34+00:00,tambo-ai,tambo,-1,4,0.0,610.0
44953615,2025-08-19T16:52:34+00:00,tambo-ai,tambo,0,6,6.0,616.0
44953615,2025-08-19T16:52:34+00:00,tambo-ai,tambo,1,1,7.0,617.0
44953615,2025-08-19T16:52:34+00:00,tambo-ai,tambo,2,0,7.0,617.0
44953615,2025-08-19T16:52:34+00:00,tambo-ai,tambo,3,0,7.0,617.0
44953615,2025-08-19T16:52:34+00:00,tambo-ai,tambo,4,1,8.0,618.0
44953615,2025-08-19T16:52:34+00:00,tambo-ai,tambo,5,3,11.0,621.0
44953615,2025-08-19T16:52:34+00:00,tambo-ai,tambo,6,2,13.0,623.0
44953615,2025-08-19T16:52:34+00:00,tambo-ai,tambo,7,2,15.0,625.0
44953395,2025-08-19T16:29:45+00:00,pi22by7,in-memoria,-7,0,-3.0,0.0
44953395,2025-08-19T16:29:45+00:00,pi22by7,in-memoria,-6,0,-3.0,0.0
44953395,2025-08-19T16:29:45+00:00,pi22by7,in-memoria,-5,0,-3.0,0.0
44953395,2025-08-19T16:29:45+00:00,pi22by7,in-memoria,-4,0,-3.0,0.0
44953395,2025-08-19T16:29:45+00:00,pi22by7,in-memoria,-3,0,-3.0,0.0
44953395,2025-08-19T16:29:45+00:00,pi22by7,in-memoria,-2,3,0.0,3.0
44953395,2025-08-19T16:29:45+00:00,pi22by7,in-memoria,-1,0,0.0,3.0
44953395,2025-08-19T16:29:45+00:00,pi22by7,in-memoria,0,15,15.0,18.0
44953395,2025-08-19T16:29:45+00:00,pi22by7,in-memoria,1,5,20.0,23.0
44953395,2025-08-19T16:29:45+00:00,pi22by7,in-memoria,2,1,21.0,24.0
44953395,2025-08-19T16:29:45+00:00,pi22by7,in-memoria,3,0,21.0,24.0
44953395,2025-08-19T16:29:45+00:00,pi22by7,in-memoria,4,1,22.0,25.0
44953395,2025-08-19T16:29:45+00:00,pi22by7,in-memoria,5,2,24.0,27.0
44953395,2025-08-19T16:29:45+00:00,pi22by7,in-memoria,6,6,30.0,33.0
44953395,2025-08-19T16:29:45+00:00,pi22by7,in-memoria,7,3,33.0,36.0
44952185,2025-08-19T14:48:54+00:00,whatwg,html,-7,5,-24.0,8674.0
44952185,2025-08-19T14:48:54+00:00,whatwg,html,-6,3,-21.0,8677.0
44952185,2025-08-19T14:48:54+00:00,whatwg,html,-5,4,-17.0,8681.0
44952185,2025-08-19T14:48:54+00:00,whatwg,html,-4,5,-12.0,8686.0
44952185,2025-08-19T14:48:54+00:00,whatwg,html,-3,4,-8.0,8690.0
44952185,2025-08-19T14:48:54+00:00,whatwg,html,-2,5,-3.0,8695.0
44952185,2025-08-19T14:48:54+00:00,whatwg,html,-1,3,0.0,8698.0
44952185,2025-08-19T14:48:54+00:00,whatwg,html,0,4,4.0,8702.0
44952185,2025-08-19T14:48:54+00:00,whatwg,html,1,4,8.0,8706.0
44952185,2025-08-19T14:48:54+00:00,whatwg,html,2,5,13.0,8711.0
44952185,2025-08-19T14:48:54+00:00,whatwg,html,3,10,23.0,8721.0
44952185,2025-08-19T14:48:54+00:00,whatwg,html,4,6,29.0,8727.0
44952185,2025-08-19T14:48:54+00:00,whatwg,html,5,3,32.0,8730.0
44952185,2025-08-19T14:48:54+00:00,whatwg,html,6,4,36.0,8734.0
44952185,2025-08-19T14:48:54+00:00,whatwg,html,7,2,38.0,8736.0
44951200,2025-08-19T13:20:37+00:00,inshinrei,halua,-7,0,0.0,0.0
44951200,2025-08-19T13:20:37+00:00,inshinrei,halua,-6,0,0.0,0.0
44951200,2025-08-19T13:20:37+00:00,inshinrei,halua,-5,0,0.0,0.0
44951200,2025-08-19T13:20:37+00:00,inshinrei,halua,-4,0,0.0,0.0
44951200,2025-08-19T13:20:37+00:00,inshinrei,halua,-3,0,0.0,0.0
44951200,2025-08-19T13:20:37+00:00,inshinrei,halua,-2,0,0.0,0.0
44951200,2025-08-19T13:20:37+00:00,inshinrei,halua,-1,0,0.0,0.0
44951200,2025-08-19T13:20:37+00:00,inshinrei,halua,0,6,6.0,6.0
44951200,2025-08-19T13:20:37+00:00,inshinrei,halua,1,6,12.0,12.0
44951200,2025-08-19T13:20:37+00:00,inshinrei,halua,2,0,12.0,12.0
44951200,2025-08-19T13:20:37+00:00,inshinrei,halua,3,0,12.0,12.0
44951200,2025-08-19T13:20:37+00:00,inshinrei,halua,4,0,12.0,12.0
44951200,2025-08-19T13:20:37+00:00,inshinrei,halua,5,1,13.0,13.0
44951200,2025-08-19T13:20:37+00:00,inshinrei,halua,6,0,13.0,13.0
44951200,2025-08-19T13:20:37+00:00,inshinrei,halua,7,0,13.0,13.0
44949617,2025-08-19T08:53:23+00:00,xrip,pico-286,-7,29,-49.0,59.0
44949617,2025-08-19T08:53:23+00:00,xrip,pico-286,-6,8,-41.0,67.0
44949617,2025-08-19T08:53:23+00:00,xrip,pico-286,-5,4,-37.0,71.0
44949617,2025-08-19T08:53:23+00:00,xrip,pico-286,-4,3,-34.0,74.0
44949617,2025-08-19T08:53:23+00:00,xrip,pico-286,-3,0,-34.0,74.0
44949617,2025-08-19T08:53:23+00:00,xrip,pico-286,-2,0,-34.0,74.0
44949617,2025-08-19T08:53:23+00:00,xrip,pico-286,-1,34,0.0,108.0
44949617,2025-08-19T08:53:23+00:00,xrip,pico-286,0,50,50.0,158.0
44949617,2025-08-19T08:53:23+00:00,xrip,pico-286,1,14,64.0,172.0
44949617,2025-08-19T08:53:23+00:00,xrip,pico-286,2,14,78.0,186.0
44949617,2025-08-19T08:53:23+00:00,xrip,pico-286,3,6,84.0,192.0
44949617,2025-08-19T08:53:23+00:00,xrip,pico-286,4,1,85.0,193.0
44949617,2025-08-19T08:53:23+00:00,xrip,pico-286,5,3,88.0,196.0
44949617,2025-08-19T08:53:23+00:00,xrip,pico-286,6,2,90.0,198.0
44949617,2025-08-19T08:53:23+00:00,xrip,pico-286,7,1,91.0,199.0
44946996,2025-08-19T00:35:08+00:00,clemenselflein,openmower,-7,3,-10.0,4921.0
44946996,2025-08-19T00:35:08+00:00,clemenselflein,openmower,-6,1,-9.0,4922.0
44946996,2025-08-19T00:35:08+00:00,clemenselflein,openmower,-5,3,-6.0,4925.0
44946996,2025-08-19T00:35:08+00:00,clemenselflein,openmower,-4,1,-5.0,4926.0
44946996,2025-08-19T00:35:08+00:00,clemenselflein,openmower,-3,1,-4.0,4927.0
44946996,2025-08-19T00:35:08+00:00,clemenselflein,openmower,-2,3,-1.0,4930.0
44946996,2025-08-19T00:35:08+00:00,clemenselflein,openmower,-1,1,0.0,4931.0
44946996,2025-08-19T00:35:08+00:00,clemenselflein,openmower,0,614,614.0,5545.0
44946996,2025-08-19T00:35:08+00:00,clemenselflein,openmower,1,88,702.0,5633.0
44946996,2025-08-19T00:35:08+00:00,clemenselflein,openmower,2,22,724.0,5655.0
44946996,2025-08-19T00:35:08+00:00,clemenselflein,openmower,3,18,742.0,5673.0
44946996,2025-08-19T00:35:08+00:00,clemenselflein,openmower,4,13,755.0,5686.0
44946996,2025-08-19T00:35:08+00:00,clemenselflein,openmower,5,27,782.0,5713.0
44946996,2025-08-19T00:35:08+00:00,clemenselflein,openmower,6,25,807.0,5738.0
44946996,2025-08-19T00:35:08+00:00,clemenselflein,openmower,7,8,815.0,5746.0
44945113,2025-08-18T20:43:13+00:00,usestrix,strix,-7,15,-64.0,18.0
44945113,2025-08-18T20:43:13+00:00,usestrix,strix,-6,26,-38.0,44.0
44945113,2025-08-18T20:43:13+00:00,usestrix,strix,-5,11,-27.0,55.0
44945113,2025-08-18T20:43:13+00:00,usestrix,strix,-4,6,-21.0,61.0
44945113,2025-08-18T20:43:13+00:00,usestrix,strix,-3,6,-15.0,67.0
44945113,2025-08-18T20:43:13+00:00,usestrix,strix,-2,3,-12.0,70.0
44945113,2025-08-18T20:43:13+00:00,usestrix,strix,-1,12,0.0,82.0
44945113,2025-08-18T20:43:13+00:00,usestrix,strix,0,276,276.0,358.0
44945113,2025-08-18T20:43:13+00:00,usestrix,strix,1,71,347.0,429.0
44945113,2025-08-18T20:43:13+00:00,usestrix,strix,2,22,369.0,451.0
44945113,2025-08-18T20:43:13+00:00,usestrix,strix,3,12,381.0,463.0
44945113,2025-08-18T20:43:13+00:00,usestrix,strix,4,6,387.0,469.0
44945113,2025-08-18T20:43:13+00:00,usestrix,strix,5,15,402.0,484.0
44945113,2025-08-18T20:43:13+00:00,usestrix,strix,6,20,422.0,504.0
44945113,2025-08-18T20:43:13+00:00,usestrix,strix,7,24,446.0,528.0
44945008,2025-08-18T20:34:37+00:00,tiny-tpu-v2,tiny-tpu,-7,0,-7.0,4.0
44945008,2025-08-18T20:34:37+00:00,tiny-tpu-v2,tiny-tpu,-6,0,-7.0,4.0
44945008,2025-08-18T20:34:37+00:00,tiny-tpu-v2,tiny-tpu,-5,0,-7.0,4.0
44945008,2025-08-18T20:34:37+00:00,tiny-tpu-v2,tiny-tpu,-4,0,-7.0,4.0
44945008,2025-08-18T20:34:37+00:00,tiny-tpu-v2,tiny-tpu,-3,0,-7.0,4.0
44945008,2025-08-18T20:34:37+00:00,tiny-tpu-v2,tiny-tpu,-2,0,-7.0,4.0
44945008,2025-08-18T20:34:37+00:00,tiny-tpu-v2,tiny-tpu,-1,7,0.0,11.0
44945008,2025-08-18T20:34:37+00:00,tiny-tpu-v2,tiny-tpu,0,440,440.0,451.0
44945008,2025-08-18T20:34:37+00:00,tiny-tpu-v2,tiny-tpu,1,93,533.0,544.0
44945008,2025-08-18T20:34:37+00:00,tiny-tpu-v2,tiny-tpu,2,56,589.0,600.0
44945008,2025-08-18T20:34:37+00:00,tiny-tpu-v2,tiny-tpu,3,23,612.0,623.0
44945008,2025-08-18T20:34:37+00:00,tiny-tpu-v2,tiny-tpu,4,14,626.0,637.0
44945008,2025-08-18T20:34:37+00:00,tiny-tpu-v2,tiny-tpu,5,49,675.0,686.0
44945008,2025-08-18T20:34:37+00:00,tiny-tpu-v2,tiny-tpu,6,50,725.0,736.0
44945008,2025-08-18T20:34:37+00:00,tiny-tpu-v2,tiny-tpu,7,20,745.0,756.0
44944787,2025-08-18T20:13:38+00:00,jgbrwn,retro-computing-stream,-7,0,-2.0,1.0
44944787,2025-08-18T20:13:38+00:00,jgbrwn,retro-computing-stream,-6,0,-2.0,1.0
44944787,2025-08-18T20:13:38+00:00,jgbrwn,retro-computing-stream,-5,0,-2.0,1.0
44944787,2025-08-18T20:13:38+00:00,jgbrwn,retro-computing-stream,-4,0,-2.0,1.0
44944787,2025-08-18T20:13:38+00:00,jgbrwn,retro-computing-stream,-3,0,-2.0,1.0
44944787,2025-08-18T20:13:38+00:00,jgbrwn,retro-computing-stream,-2,0,-2.0,1.0
44944787,2025-08-18T20:13:38+00:00,jgbrwn,retro-computing-stream,-1,2,0.0,3.0
44944787,2025-08-18T20:13:38+00:00,jgbrwn,retro-computing-stream,0,0,0.0,3.0
44944787,2025-08-18T20:13:38+00:00,jgbrwn,retro-computing-stream,1,0,0.0,3.0
44944787,2025-08-18T20:13:38+00:00,jgbrwn,retro-computing-stream,2,0,0.0,3.0
44944787,2025-08-18T20:13:38+00:00,jgbrwn,retro-computing-stream,3,0,0.0,3.0
44944787,2025-08-18T20:13:38+00:00,jgbrwn,retro-computing-stream,4,0,0.0,3.0
44944787,2025-08-18T20:13:38+00:00,jgbrwn,retro-computing-stream,5,0,0.0,3.0
44944787,2025-08-18T20:13:38+00:00,jgbrwn,retro-computing-stream,6,0,0.0,3.0
44944787,2025-08-18T20:13:38+00:00,jgbrwn,retro-computing-stream,7,0,0.0,3.0
44942731,2025-08-18T16:52:29+00:00,epicenter-so,epicenter,-7,3,-146.0,1209.0
44942731,2025-08-18T16:52:29+00:00,epicenter-so,epicenter,-6,13,-133.0,1222.0
44942731,2025-08-18T16:52:29+00:00,epicenter-so,epicenter,-5,75,-58.0,1297.0
44942731,2025-08-18T16:52:29+00:00,epicenter-so,epicenter,-4,24,-34.0,1321.0
44942731,2025-08-18T16:52:29+00:00,epicenter-so,epicenter,-3,15,-19.0,1336.0
44942731,2025-08-18T16:52:29+00:00,epicenter-so,epicenter,-2,7,-12.0,1343.0
44942731,2025-08-18T16:52:29+00:00,epicenter-so,epicenter,-1,12,0.0,1355.0
44942731,2025-08-18T16:52:29+00:00,epicenter-so,epicenter,0,682,682.0,2037.0
44942731,2025-08-18T16:52:29+00:00,epicenter-so,epicenter,1,273,955.0,2310.0
44942731,2025-08-18T16:52:29+00:00,epicenter-so,epicenter,2,285,1240.0,2595.0
44942731,2025-08-18T16:52:29+00:00,epicenter-so,epicenter,3,64,1304.0,2659.0
44942731,2025-08-18T16:52:29+00:00,epicenter-so,epicenter,4,45,1349.0,2704.0
44942731,2025-08-18T16:52:29+00:00,epicenter-so,epicenter,5,55,1404.0,2759.0
44942731,2025-08-18T16:52:29+00:00,epicenter-so,epicenter,6,32,1436.0,2791.0
44942731,2025-08-18T16:52:29+00:00,epicenter-so,epicenter,7,27,1463.0,2818.0
44941546,2025-08-18T15:13:39+00:00,cvilsmeier,go-sqlite-bench,-7,0,-7.0,427.0
44941546,2025-08-18T15:13:39+00:00,cvilsmeier,go-sqlite-bench,-6,0,-7.0,427.0
44941546,2025-08-18T15:13:39+00:00,cvilsmeier,go-sqlite-bench,-5,0,-7.0,427.0
44941546,2025-08-18T15:13:39+00:00,cvilsmeier,go-sqlite-bench,-4,0,-7.0,427.0
44941546,2025-08-18T15:13:39+00:00,cvilsmeier,go-sqlite-bench,-3,0,-7.0,427.0
44941546,2025-08-18T15:13:39+00:00,cvilsmeier,go-sqlite-bench,-2,0,-7.0,427.0
44941546,2025-08-18T15:13:39+00:00,cvilsmeier,go-sqlite-bench,-1,7,0.0,434.0
44941546,2025-08-18T15:13:39+00:00,cvilsmeier,go-sqlite-bench,0,11,11.0,445.0
44941546,2025-08-18T15:13:39+00:00,cvilsmeier,go-sqlite-bench,1,5,16.0,450.0
44941546,2025-08-18T15:13:39+00:00,cvilsmeier,go-sqlite-bench,2,0,16.0,450.0
44941546,2025-08-18T15:13:39+00:00,cvilsmeier,go-sqlite-bench,3,40,56.0,490.0
44941546,2025-08-18T15:13:39+00:00,cvilsmeier,go-sqlite-bench,4,3,59.0,493.0
44941546,2025-08-18T15:13:39+00:00,cvilsmeier,go-sqlite-bench,5,1,60.0,494.0
44941546,2025-08-18T15:13:39+00:00,cvilsmeier,go-sqlite-bench,6,2,62.0,496.0
44941546,2025-08-18T15:13:39+00:00,cvilsmeier,go-sqlite-bench,7,3,65.0,499.0
44941043,2025-08-18T14:29:32+00:00,gibsonai,memori,-7,4,-26.0,26.0
44941043,2025-08-18T14:29:32+00:00,gibsonai,memori,-6,16,-10.0,42.0
44941043,2025-08-18T14:29:32+00:00,gibsonai,memori,-5,3,-7.0,45.0
44941043,2025-08-18T14:29:32+00:00,gibsonai,memori,-4,1,-6.0,46.0
44941043,2025-08-18T14:29:32+00:00,gibsonai,memori,-3,0,-6.0,46.0
44941043,2025-08-18T14:29:32+00:00,gibsonai,memori,-2,0,-6.0,46.0
44941043,2025-08-18T14:29:32+00:00,gibsonai,memori,-1,6,0.0,52.0
44941043,2025-08-18T14:29:32+00:00,gibsonai,memori,0,65,65.0,117.0
44941043,2025-08-18T14:29:32+00:00,gibsonai,memori,1,26,91.0,143.0
44941043,2025-08-18T14:29:32+00:00,gibsonai,memori,2,32,123.0,175.0
44941043,2025-08-18T14:29:32+00:00,gibsonai,memori,3,15,138.0,190.0
44941043,2025-08-18T14:29:32+00:00,gibsonai,memori,4,4,142.0,194.0
44941043,2025-08-18T14:29:32+00:00,gibsonai,memori,5,25,167.0,219.0
44941043,2025-08-18T14:29:32+00:00,gibsonai,memori,6,13,180.0,232.0
44941043,2025-08-18T14:29:32+00:00,gibsonai,memori,7,10,190.0,242.0
44940974,2025-08-18T14:22:48+00:00,wieslawsoltes,hackernewswatch,-7,0,-5.0,0.0
44940974,2025-08-18T14:22:48+00:00,wieslawsoltes,hackernewswatch,-6,0,-5.0,0.0
44940974,2025-08-18T14:22:48+00:00,wieslawsoltes,hackernewswatch,-5,0,-5.0,0.0
44940974,2025-08-18T14:22:48+00:00,wieslawsoltes,hackernewswatch,-4,0,-5.0,0.0
44940974,2025-08-18T14:22:48+00:00,wieslawsoltes,hackernewswatch,-3,0,-5.0,0.0
44940974,2025-08-18T14:22:48+00:00,wieslawsoltes,hackernewswatch,-2,0,-5.0,0.0
44940974,2025-08-18T14:22:48+00:00,wieslawsoltes,hackernewswatch,-1,5,0.0,5.0
44940974,2025-08-18T14:22:48+00:00,wieslawsoltes,hackernewswatch,0,50,50.0,55.0
44940974,2025-08-18T14:22:48+00:00,wieslawsoltes,hackernewswatch,1,3,53.0,58.0
44940974,2025-08-18T14:22:48+00:00,wieslawsoltes,hackernewswatch,2,0,53.0,58.0
44940974,2025-08-18T14:22:48+00:00,wieslawsoltes,hackernewswatch,3,1,54.0,59.0
44940974,2025-08-18T14:22:48+00:00,wieslawsoltes,hackernewswatch,4,0,54.0,59.0
44940974,2025-08-18T14:22:48+00:00,wieslawsoltes,hackernewswatch,5,0,54.0,59.0
44940974,2025-08-18T14:22:48+00:00,wieslawsoltes,hackernewswatch,6,2,56.0,61.0
44940974,2025-08-18T14:22:48+00:00,wieslawsoltes,hackernewswatch,7,0,56.0,61.0
44940485,2025-08-18T13:39:53+00:00,ffmpeg,asm-lessons,-7,58,-174.0,8099.0
44940485,2025-08-18T13:39:53+00:00,ffmpeg,asm-lessons,-6,45,-129.0,8144.0
44940485,2025-08-18T13:39:53+00:00,ffmpeg,asm-lessons,-5,51,-78.0,8195.0
44940485,2025-08-18T13:39:53+00:00,ffmpeg,asm-lessons,-4,38,-40.0,8233.0
44940485,2025-08-18T13:39:53+00:00,ffmpeg,asm-lessons,-3,12,-28.0,8245.0
44940485,2025-08-18T13:39:53+00:00,ffmpeg,asm-lessons,-2,16,-12.0,8261.0
44940485,2025-08-18T13:39:53+00:00,ffmpeg,asm-lessons,-1,12,0.0,8273.0
44940485,2025-08-18T13:39:53+00:00,ffmpeg,asm-lessons,0,487,487.0,8760.0
44940485,2025-08-18T13:39:53+00:00,ffmpeg,asm-lessons,1,90,577.0,8850.0
44940485,2025-08-18T13:39:53+00:00,ffmpeg,asm-lessons,2,24,601.0,8874.0
44940485,2025-08-18T13:39:53+00:00,ffmpeg,asm-lessons,3,12,613.0,8886.0
44940485,2025-08-18T13:39:53+00:00,ffmpeg,asm-lessons,4,16,629.0,8902.0
44940485,2025-08-18T13:39:53+00:00,ffmpeg,asm-lessons,5,10,639.0,8912.0
44940485,2025-08-18T13:39:53+00:00,ffmpeg,asm-lessons,6,17,656.0,8929.0
44940485,2025-08-18T13:39:53+00:00,ffmpeg,asm-lessons,7,16,672.0,8945.0
44940089,2025-08-18T12:57:28+00:00,awslabs,mcp,-7,19,-97.0,5304.0
44940089,2025-08-18T12:57:28+00:00,awslabs,mcp,-6,18,-79.0,5322.0
44940089,2025-08-18T12:57:28+00:00,awslabs,mcp,-5,13,-66.0,5335.0
44940089,2025-08-18T12:57:28+00:00,awslabs,mcp,-4,25,-41.0,5360.0
44940089,2025-08-18T12:57:28+00:00,awslabs,mcp,-3,14,-27.0,5374.0
44940089,2025-08-18T12:57:28+00:00,awslabs,mcp,-2,8,-19.0,5382.0
44940089,2025-08-18T12:57:28+00:00,awslabs,mcp,-1,19,0.0,5401.0
44940089,2025-08-18T12:57:28+00:00,awslabs,mcp,0,163,163.0,5564.0
44940089,2025-08-18T12:57:28+00:00,awslabs,mcp,1,330,493.0,5894.0
44940089,2025-08-18T12:57:28+00:00,awslabs,mcp,2,30,523.0,5924.0
44940089,2025-08-18T12:57:28+00:00,awslabs,mcp,3,24,547.0,5948.0
44940089,2025-08-18T12:57:28+00:00,awslabs,mcp,4,34,581.0,5982.0
44940089,2025-08-18T12:57:28+00:00,awslabs,mcp,5,30,611.0,6012.0
44940089,2025-08-18T12:57:28+00:00,awslabs,mcp,6,24,635.0,6036.0
44940089,2025-08-18T12:57:28+00:00,awslabs,mcp,7,21,656.0,6057.0
44939874,2025-08-18T12:34:43+00:00,xyflow,strudel-flow,-7,0,-8.0,0.0
44939874,2025-08-18T12:34:43+00:00,xyflow,strudel-flow,-6,0,-8.0,0.0
44939874,2025-08-18T12:34:43+00:00,xyflow,strudel-flow,-5,1,-7.0,1.0
44939874,2025-08-18T12:34:43+00:00,xyflow,strudel-flow,-4,2,-5.0,3.0
44939874,2025-08-18T12:34:43+00:00,xyflow,strudel-flow,-3,0,-5.0,3.0
44939874,2025-08-18T12:34:43+00:00,xyflow,strudel-flow,-2,0,-5.0,3.0
44939874,2025-08-18T12:34:43+00:00,xyflow,strudel-flow,-1,5,0.0,8.0
44939874,2025-08-18T12:34:43+00:00,xyflow,strudel-flow,0,7,7.0,15.0
44939874,2025-08-18T12:34:43+00:00,xyflow,strudel-flow,1,2,9.0,17.0
